OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITTYPE,UNITTYPE_DESC,ASSET_NAME,ASSET_ID,SUBAREA,MATERIAL,NAT_TOP_WATER_LEVEL,WATERBODY_TYPE,EASTING,NORTHING,SUB_CATCHMENT_NBR,DATE_OF_HANDOVER,MANAGEMENT_AGREEMENT,RAMSAR_CLASS,CONSERVATION_STATUS,DATE_OF_CONSTRUCTION,ASSET_OWNER,EPMS_SEC_NO,ASCONST_PLAN_NO,METHOD_OF_CAPTURE,SOURCE,DATE_CAPTURED,DATE_LAST_UPDATED,SERVICE_STATUS,SERVICE_STATUS_CHG_DATE,SERVICE_STATUS_PLAN_NO,COMMENTS
1118856,206861,10081396,DUL261,LAKE,LAKE,KOOLAMARA WATERS WETLANDS LAKE,0814,0800,EARTH,77.00,CONST,348504.318,5803999.787,0814,,Y,,,2005/04/11 00:00:00+00,MW,0814/05,0814/05/001,DIGITAL DATA,AS CONSTRUCTED,2005/09/28 00:00:00+00,2021/05/24 09:42:50+00,IN,,,
1118857,206934,10131919,DUL354C,LAKE,LAKE,GRICES RD CHANNEL POND,0619,0600,,22.450,CONST,354761.26,5784535.672,0619,,,,,2007/10/01 00:00:00+00,MW,0619/52,0619/52/001,DIGITAL DATA,AS CONSTRUCTED,2007/12/13 00:00:00+00,2021/05/24 09:42:52+00,IN,,,
1118858,206728,10131917,DUL354A,LAKE,LAKE,GRICES RD CHANNEL POND,0619,0600,,22.120,CONST,354524.129,5784568.021,0619,,,,,2007/10/01 00:00:00+00,MW,0619/52,0619/52/001,DIGITAL DATA,AS CONSTRUCTED,2007/12/13 00:00:00+00,2021/05/24 09:42:54+00,IN,,,
1118859,206729,10131918,DUL354B,LAKE,LAKE,GRICES RD CHANNEL POND,0619,0600,,22.310,CONST,354662.93,5784550.2,0619,,,,,2007/10/01 00:00:00+00,MW,0619/52,0619/52/001,DIGITAL DATA,AS CONSTRUCTED,2007/12/13 00:00:00+00,2021/05/24 09:42:56+00,IN,,,
1118860,206742,10136551,DUL368A,LAKE,LAKE,TROUPS CK WEST BRANCH POND 1,0606,0600,,57.300,CONST,352159.622,5794849.65,0606,,,,,2008/05/01 00:00:00+00,MW,0606/57,0606/57/001,DIGITAL DATA,AS CONSTRUCTED,2008/07/25 00:00:00+00,2021/05/24 09:42:58+00,IN,,,
1118861,206743,10136552,DUL368B,LAKE,LAKE,TROUPS CK WEST BRANCH POND 2,0606,0600,,57.750,CONST,352176.393,5794898.985,0606,,,,,2008/05/01 00:00:00+00,MW,0606/57,0606/57/001,DIGITAL DATA,AS CONSTRUCTED,2008/07/25 00:00:00+00,2021/05/24 09:43:00+00,IN,,,
1118862,206744,10136553,DUL368C,LAKE,LAKE,TROUPS CK WEST BRANCH POND 3,0606,0600,,58.200,CONST,352266.124,5794954.402,0606,,,,,2008/05/01 00:00:00+00,MW,0606/57,0606/57/001,DIGITAL DATA,AS CONSTRUCTED,2008/07/25 00:00:00+00,2021/05/24 09:43:01+00,IN,,,
1118863,206745,10136554,DUL368D,LAKE,LAKE,TROUPS CK WEST BRANCH POND 4,0606,0600,,60.400,CONST,352368.447,5794964.316,0606,,,,,2008/05/01 00:00:00+00,MW,0606/57,0606/57/001,DIGITAL DATA,AS CONSTRUCTED,2008/07/25 00:00:00+00,2021/05/24 09:43:03+00,IN,,,
1118864,206746,10136555,DUL368E,LAKE,LAKE,TROUPS CK WEST BRANCH POND 5,0606,0600,,62.250,CONST,352435.089,5794981.382,0606,,,,,2008/05/01 00:00:00+00,MW,0606/57,0606/57/001,DIGITAL DATA,AS CONSTRUCTED,2008/07/25 00:00:00+00,2021/05/24 09:43:05+00,IN,,,
1118865,206747,10136556,DUL368F,LAKE,LAKE,TROUPS CK WEST BRANCH POND 6,0606,0600,,64.55,CONST,352560.058,5794966.794,0606,,,,,2008/05/01 00:00:00+00,MW,0606/57,0606/57/001,DIGITAL DATA,AS CONSTRUCTED,2008/07/25 00:00:00+00,2021/05/24 09:43:07+00,IN,,,
1118866,211064,10139731,DWL385A,WETLND,WETLAND,GREENS LANE WETLAND,0510,0500,,,CONST,342836.011,5788541.181,0509,,,,,2009/12/01 00:00:00+00,MW,0510/11,0510/11/001,DIGITAL DATA,DESIGN,2010/09/21 00:00:00+00,2019/01/10 10:52:15+00,IN,,,
1118867,211041,10166180,DWL371B,WETLND,WETLAND,BOGGY CREEK WETLAND,1230,1260,,1.20,CONST,338092.87,5782786.89,1210,,,,,2009/01/01 00:00:00+00,MW,1230/12,1230/12/001,DIGITAL DATA,DESIGN,2010/09/17 00:00:00+00,2019/01/10 10:52:10+00,IN,,,
1118868,211042,10166182,DWL371C,WETLND,WETLAND,BOGGY CREEK WETLAND,1230,1250,,1.00,CONST,338276.54,5782922.27,1232,,,,,2009/01/01 00:00:00+00,MW,1230/12,1230/12/001,DIGITAL DATA,DESIGN,2010/09/17 00:00:00+00,2019/01/10 10:51:56+00,IN,,,
1118869,211204,10137521,DWL371A,WETLND,WETLAND,BOGGY CREEK WETLAND,1230,1260,,1.00,CONST,337919.26,5783034.90,1210,,,,,2009/01/01 00:00:00+00,MW,1230/12,1230/12/001,DIGITAL DATA,DESIGN,2010/09/17 00:00:00+00,2019/01/10 10:51:53+00,IN,,,
1118870,203148,10130359,DBS346,BIORET,BIO-RETENTION SYSTEM,BANYAN RESERVE BIORETENTION,1209,1250,,,CONST,340610.89,5782324.1,1209,,,,,2008/04/01 00:00:00+00,MW,1209/76,1209/76/001,DIGITAL DATA,AS CONSTRUCTED,2008/08/11 00:00:00+00,2021/05/24 09:30:05+00,IN,,,
1118871,203116,10293198,DBS595,BIORET,BIO-RETENTION SYSTEM,KING DRIVE WETLANDS BIORETENTION,4141,4110,,,CONST,300194.305,5826244.046,4141,2016/07/02 00:00:00+00,,,,2013/11/12 00:00:00+00,MW,4141/45,4141/45/001,DIGITAL DATA,AS CONSTRUCTED,2014/08/12 00:00:00+00,2021/05/24 09:30:07+00,IN,,,
1118872,203145,10132223,DBS358,BIORET,BIO-RETENTION SYSTEM,WOODLAND WATERS BIORETENTION,4634,4600,,160.60,CONST,331484.578,5835255.542,4634,,Y,,,2007/08/01 00:00:00+00,MW,4634/02,4634/02/001,DIGITAL DATA,AS CONSTRUCTED,2008/01/08 00:00:00+00,2021/05/24 09:30:09+00,IN,,,
1118873,209509,10288653,DST592A,SEDTRP,SEDIMENT TRAP,MARRIOTT WATERS WETLAND,0711,0700,,18.52,CONST,346665.901,5784210.528,0711,2015/10/21 00:00:00+00,,,,2014/05/29 00:00:00+00,MW,0711/14,0711/14/001,GRAPHICS,GRAPHICS,2014/07/15 00:00:00+00,2018/08/28 11:15:49+00,IN,,,
1118874,211062,10139729,DWL383A,WETLND,WETLAND,LETCON DRIVE WETLAND,0508,0500,,3.80,CONST,341446.529,5788068.440,0508,,,,,2009/04/01 00:00:00+00,MW,0508/17,0508/17/001,DIGITAL DATA,DESIGN,2010/07/29 00:00:00+00,2019/01/10 10:50:30+00,IN,,,
1118875,211223,10163533,DWL383C,WETLND,WETLAND,LETCON DRIVE WETLAND,0508,0500,,3.800,CONST,341576.513,5788107.668,0508,,,,,2009/04/01 00:00:00+00,MW,0508/17,0508/17/001,DIGITAL DATA,DESIGN,2010/07/29 00:00:00+00,2019/01/10 10:50:25+00,IN,,,
1118876,211222,10163531,DWL383B,WETLND,WETLAND,LETCON DRIVE WETLAND,0508,0500,,3.800,CONST,341517.687,5788084.495,0508,,,,,2009/04/01 00:00:00+00,MW,0508/17,0508/17/001,DIGITAL DATA,DESIGN,2010/07/29 00:00:00+00,2019/01/10 10:50:22+00,IN,,,
1118877,211267,10157471,DWL462,WETLND,WETLAND,FEATHERBROOK PARK WETLANDS,8075,8000,,7.90,CONST,300074.096,5802576.462,8075,,,,,2009/09/15 00:00:00+00,MW,8075/03,8075/03/001,DIGITAL DATA,DESIGN,2010/09/09 00:00:00+00,2019/01/10 10:50:16+00,IN,,,
1118878,203147,10134973,DBS212,BIORET,BIO-RETENTION SYSTEM,BRIDGEWATER ESTATE BIORETENTION,4070,4070,EARTH,11.500,CONST,299513.26,5807153.07,4070,,,,,2008/04/01 00:00:00+00,MW,4070/36,4070/36/001,DIGITAL DATA,AS CONSTRUCTED,2008/05/05 00:00:00+00,2021/05/24 09:30:57+00,IN,,,
1118879,203121,10229139,DBS516A,BIORET,BIO-RETENTION SYSTEM,THE CASCADES RAINGARDEN,4148,4110,,79.55,CONST,301395.79,5821646.45,4141,,Y,,,2011/10/01 00:00:00+00,MW,4148/09,4148/09/001,DIGITAL DATA,AS CONSTRUCTED,2011/11/08 09:51:28+00,2021/05/24 09:31:16+00,IN,,,
1118880,203122,10229140,DBS516B,BIORET,BIO-RETENTION SYSTEM,THE CASCADES RAINGARDEN,4148,4110,,80.27,CONST,301400.05,5821676.88,4141,,Y,,,2011/10/01 00:00:00+00,MW,4148/09,4148/09/001,DIGITAL DATA,AS CONSTRUCTED,2011/11/08 09:51:29+00,2021/05/24 09:31:18+00,IN,,,
1118881,203123,10229141,DBS516C,BIORET,BIO-RETENTION SYSTEM,THE CASCADES RAINGARDEN,4148,4110,,81.04,CONST,301404.31,5821707.02,4141,,Y,,,2011/10/01 00:00:00+00,MW,4148/09,4148/09/001,DIGITAL DATA,AS CONSTRUCTED,2011/11/08 09:51:31+00,2021/05/24 09:31:19+00,IN,,,
1118882,203135,10279363,DBS577,BIORET,BIO-RETENTION SYSTEM,DAVID CREEK R/B BIORETENTION,8015,8000,,42.8,CONST,293626,5809982,8015,,,,,2013/12/17 00:00:00+00,MW,8015/04,8015/04/001,DIGITAL DATA,AS CONSTRUCTED,2014/01/14 00:00:00+00,2021/05/24 09:31:21+00,IN,,,
1118883,293405,0,DBS621,BIORET,BIO-RETENTION SYSTEM,ASHCROFT AVE BIORETENTION 1A,4077,4070,,12.65,CONST,301133.13,5806803.48,4077,2019/01/14 00:00:00+00,,,,2015/08/01 00:00:00+00,MW,4077/34,4077/34/006,DIGITAL DATA,AS CONSTRUCTED,2015/11/16 09:11:24+00,2021/05/24 09:31:23+00,IN,,,
1118884,0,0,DST666,SEDTRP,SEDIMENT TRAP,TEMPORARY SEDIMENT POND,4486,4420,,,CONST,314378,5839338,4486,,,,,2015/12/01 00:00:00+00,PVT,4486/05,4486/05/003,DIGITAL DATA,AS CONSTRUCTED,2018/03/26 12:56:17+00,2021/05/24 09:34:29+00,WIP,,,
1118885,206935,10088166,DUL070B,LAKE,LAKE,WOODLANDS WETLAND LAKE 3,1117,1100,EARTH,0.550,,334726.854,5791781.565,1117,,,,,,MW,1112/05,1112/05/001,DIGITAL DATA,DESIGN,2007/10/19 00:00:00+00,2019/01/10 10:46:42+00,IN,,,
1118886,210991,10088165,DWL070,WETLND,WETLAND,WOODLANDS WETLAND (LAKE 2),1117,1100,EARTH,0.700,CONST,335050.493,5791901.087,1117,,,,,2003/01/01 00:00:00+00,MW,1112/06,1112/06/001,DIGITAL DATA,DESIGN,2007/10/19 00:00:00+00,2019/01/10 10:46:40+00,IN,,,
1118887,211205,10152883,DWL429,WETLND,WETLAND,STONY HILL CK WETLAND,4141,4110,,89.800,CONST,300487.807,5822464.795,4141,,Y,,,2009/06/01 00:00:00+00,MW,4141/36,4141/36/001,DIGITAL DATA,DESIGN,2009/09/22 00:00:00+00,2019/01/10 10:42:23+00,IN,,,
1118888,211302,10142319,DWL395B,WETLND,WETLAND,KIMBERLEY DOWNS WETLANDS,0619,0600,,21.000,CONST,353058.824,5785148.451,0619,2015/07/08 00:00:00+00,Y,,,2009/02/01 00:00:00+00,MW,0619/62,0619/62/001,DIGITAL DATA,DESIGN,2009/03/04 00:00:00+00,2019/01/10 10:40:09+00,IN,,,DESIGN NTWL AVAILABLE ONLY
1118889,211301,10142317,DWL395A,WETLND,WETLAND,KIMBERLEY DOWNS WETLANDS,0619,0600,,21.000,CONST,353115.217,5785200.381,0619,2015/07/08 00:00:00+00,Y,,,2009/02/01 00:00:00+00,MW,0619/62,0619/62/001,DIGITAL DATA,DESIGN,2009/03/04 00:00:00+00,2019/01/10 10:40:07+00,IN,,,DESIGN NTWL AVAILABLE ONLY
1118890,206855,10142142,DUL392,LAKE,LAKE,DANDENONG CK EASTLINK POND 6,0208,0200,,7.750,,341148.63,5791350.647,0208,,,,,,MW,0208/17,0208/17/001,ORTHOPHOTOS 15CM,GRAPHICS,2009/02/26 00:00:00+00,2019/01/10 10:40:01+00,IN,,,
1118891,206839,10142120,DUL391,LAKE,LAKE,DANDENONG CK EASTLINK POND 8,0208,0200,ROCKS,6.500,,340931.949,5790340.51,0208,,,,,,MW,0208/16,0208/16/001,OFFSETS,DESIGN,2009/02/24 00:00:00+00,2019/01/10 10:39:58+00,IN,,,
1118892,293413,0,DWL628A,WETLND,WETLAND,ARBOULEA EAST WETLAND,0619,0600,,25.35,CONST,353707.16,5783543.07,0619,,,,,2016/02/01 00:00:00+00,PVT,0619/86,0619/86/002,DIGITAL DATA,AS CONSTRUCTED,2016/03/04 15:33:29+00,2021/05/24 09:38:55+00,WIP,,,
1118893,293416,0,DWL628B,WETLND,WETLAND,ARBOULEA EAST WETLAND,0619,0600,,25.80,CONST,353371.13,5783392.43,0619,,,,,2016/02/01 00:00:00+00,PVT,0619/86,0619/86/002,DIGITAL DATA,AS CONSTRUCTED,2016/03/04 15:33:42+00,2021/05/24 09:38:58+00,WIP,,,
1118894,210998,10086069,DWL161C,WETLND,WETLAND,EVANS ROAD RB WETLAND,0701,0700,EARTH,23.3,CONST,346970.994,5782957.429,0701,,,,,2003/11/07 00:00:00+00,MW,0701/42,0701/42/001,DIGITAL DATA,AS CONSTRUCTED,2006/04/11 00:00:00+00,2021/05/24 09:39:00+00,IN,,,
1118895,210997,10086068,DWL161B,WETLND,WETLAND,EVANS ROAD RB WETLAND,0701,0700,EARTH,23.56,CONST,346732.604,5782951.910,0701,,,,,2003/11/07 00:00:00+00,MW,0701/42,0701/42/001,DIGITAL DATA,AS CONSTRUCTED,2006/04/11 00:00:00+00,2021/05/24 09:39:02+00,IN,,,SEE SURVEY SVY170067 FOR NEW NTWL
1118896,210994,10086071,DWL161A,WETLND,WETLAND,EVANS ROAD RB WETLAND,0701,0700,EARTH,23.80,CONST,347000.085,5782800.579,0701,,,,,2003/11/07 00:00:00+00,MW,0701/42,SES_1715,DIGITAL DATA,AS CONSTRUCTED,2006/04/11 00:00:00+00,2021/05/24 09:39:04+00,IN,,,
1118897,293417,0,DST628C,SEDTRP,SEDIMENT TRAP,ARBOULEA EAST WETLAND SEDIMENT POND,0619,0600,,25.55,CONST,353466.04,5783343.45,0619,,,,,2016/02/01 00:00:00+00,PVT,0619/86,0619/86/002,DIGITAL DATA,AS CONSTRUCTED,2016/03/04 15:33:45+00,2021/05/24 09:39:16+00,WIP,,,
1118898,309198,0,DWL720,WETLND,WETLAND,CANOPY ESTATE WESTERN WETLAND,0707,0700,,51.68,CONST,346778,5780102,0707,,,,,2020/04/01 00:00:00+00,PVT,0707/51,0707/51/002,DIGITAL DATA,AS CONSTRUCTED,2020/04/08 15:36:51+00,2021/05/24 09:39:18+00,WIP,,,
1118899,293415,0,DST628A,SEDTRP,SEDIMENT TRAP,ARBOULEA EAST WETLAND SEDIMENT POND,0619,0600,,25.30,CONST,353757.58,5783609.06,0619,,,,,2016/02/01 00:00:00+00,PVT,0619/86,0619/86/002,DIGITAL DATA,AS CONSTRUCTED,2016/03/04 15:33:38+00,2021/05/24 09:39:20+00,WIP,,,
1118900,293414,0,DST628B,SEDTRP,SEDIMENT TRAP,ARBOULEA EAST WETLAND SEDIMENT POND,0619,0600,,25.30,CONST,353577.78,5783467.75,0619,,,,,2016/02/01 00:00:00+00,PVT,0619/86,0619/86/002,DIGITAL DATA,AS CONSTRUCTED,2016/03/04 15:33:35+00,2021/05/24 09:39:25+00,WIP,,,
1118901,309196,0,DST720B,SEDTRP,SEDIMENT TRAP,CANOPY ESTATE WESTERN WETLAND SEDIMENT POND,0707,0700,,51.83,CONST,346788,5780020,0707,,,,,2020/04/01 00:00:00+00,PVT,0707/51,0707/51/002,DIGITAL DATA,AS CONSTRUCTED,2020/04/08 15:36:44+00,2021/05/24 09:39:27+00,WIP,,,
1118902,309197,0,DST720A,SEDTRP,SEDIMENT TRAP,CANOPY ESTATE WESTERN WETLAND SEDIMENT POND,0707,0700,,51.80,CONST,346800,5780214,0707,,,,,2020/04/01 00:00:00+00,PVT,0707/51,0707/51/002,DIGITAL DATA,AS CONSTRUCTED,2020/04/08 15:36:47+00,2021/05/24 09:39:29+00,WIP,,,
1118903,209348,10062208,DST186B,SEDTRP,SEDIMENT TRAP,BEAUMONT WATERS SEDIMENT POND,0619,0600,EARTH,19.8,CONST,353397.641,5785742.368,0619,,Y,,,2003/04/07 00:00:00+00,MW,0619/17,0619/17/001,DIGITAL DATA,AS CONSTRUCTED,,2021/05/24 09:39:34+00,IN,,,
1118904,209347,10062207,DST186A,SEDTRP,SEDIMENT TRAP,BEAUMONT WATERS SEDIMENT POND,0619,0600,EARTH,19.8,CONST,353332.931,5785629.786,0619,,Y,,,2003/04/07 00:00:00+00,MW,0619/17,0619/17/001,DIGITAL DATA,AS CONSTRUCTED,,2021/05/24 09:39:36+00,IN,,,
1118905,209346,10062206,DST186C,SEDTRP,SEDIMENT TRAP,BEAUMONT WATERS SEDIMENT POND,0619,0600,EARTH,19.900,CONST,353750.764,5786237.629,0619,,Y,,,2003/04/07 00:00:00+00,MW,0619/17,0619/17/001,DIGITAL DATA,AS CONSTRUCTED,,2021/05/24 09:39:38+00,IN,,,
1118906,211391,10088568,DWL310,WETLND,WETLAND,CHISHOLM PARK R/B WETLAND,4137,4110,,,CONST,301474.199,5818975.436,4137,,Y,,,,MW,4137/10,4137/10/001,LIDAR DTM,GRAPHICS,2009/08/18 00:00:00+00,2019/01/10 10:55:42+00,IN,,,
1118907,211143,10307105,DWL600E,WETLND,WETLAND,GERA ESTATE TI-TREE CK WETLANDS,0619,0600,,21.20,CONST,353954.966,5784953.874,0619,2015/04/02 00:00:00+00,Y,,,2014/01/31 00:00:00+00,MW,0619/51,0619/51/001,DIGITAL DATA,AS CONSTRUCTED,2014/09/24 00:00:00+00,2021/05/24 09:39:50+00,IN,,,
1118908,211144,10307106,DWL600F,WETLND,WETLAND,GERA ESTATE TI-TREE CK WETLANDS,0619,0600,,20.61,CONST,353431.716,5785146.933,0619,2015/04/02 00:00:00+00,Y,,,2014/01/31 00:00:00+00,MW,0619/51,0619/51/001,DIGITAL DATA,AS CONSTRUCTED,2014/09/24 00:00:00+00,2021/05/24 09:39:54+00,IN,,,
1118909,211362,10307101,DWL600A,WETLND,WETLAND,GERA ESTATE TI-TREE CK WETLANDS,0619,0600,,19.75,CONST,353390.659,5785472.373,0619,2015/04/02 00:00:00+00,Y,,,2014/01/31 00:00:00+00,MW,0619/51,0619/51/001,DIGITAL DATA,AS CONSTRUCTED,2014/09/24 00:00:00+00,2021/05/24 09:39:56+00,IN,,,
1118910,294509,0,DWL031F,WETLND,WETLAND,WINTON WETLANDS,0322,0300,,,NAT,342976,5810490,0322,,,,,,MW,0322/05,SVY160141,DIGITAL DATA,AS CONSTRUCTED,2018/04/24 09:15:44+00,2021/05/24 09:40:01+00,IN,,,
1118911,294508,0,DWL031D,WETLND,WETLAND,WINTON WETLANDS,0322,0300,,,NAT,342854,5810320,0322,,,,,,MW,0322/05,SVY160141,DIGITAL DATA,AS CONSTRUCTED,2018/04/24 09:15:40+00,2021/05/24 09:40:03+00,IN,,,
1118912,294507,0,DWL031C,WETLND,WETLAND,WINTON WETLANDS,0322,0300,,,NAT,342807,5810263,0322,,,,,,MW,0322/05,SVY160141,DIGITAL DATA,AS CONSTRUCTED,2018/04/24 09:15:37+00,2021/05/24 09:40:06+00,IN,,,
1118913,294506,0,DWL031B,WETLND,WETLAND,WINTON WETLANDS,0322,0300,,,NAT,342784,5810186,0322,,,,,,MW,0322/05,SVY160141,DIGITAL DATA,AS CONSTRUCTED,2018/04/24 09:15:33+00,2021/05/24 09:40:08+00,IN,,,
1118914,294505,0,DWL031A,WETLND,WETLAND,WINTON WETLANDS,0322,0300,,,NAT,342736,5810101,0322,,,,,,MW,0322/05,SVY160141,DIGITAL DATA,AS CONSTRUCTED,2018/04/24 09:15:30+00,2021/05/24 09:40:10+00,IN,,,
1118915,294504,0,DWL031E,WETLND,WETLAND,WINTON WETLANDS,0322,0300,,,NAT,342906,5810366,0322,,,,,,MW,0322/05,SVY160141,DIGITAL DATA,AS CONSTRUCTED,2018/04/24 09:15:26+00,2021/05/24 09:40:12+00,IN,,,
1118916,211091,10307438,DWL603,WETLND,WETLAND,ARBOURLEA WEST WETLAND,0619,0600,,27.6,CONST,352651.924,5783182.471,0619,2017/03/29 00:00:00+00,,,,2014/06/27 00:00:00+00,MW,0619/78,0619/78/001,DIGITAL DATA,AS CONSTRUCTED,2014/10/06 00:00:00+00,2021/05/24 09:40:15+00,IN,,,
1118917,211142,10307104,DWL600D,WETLND,WETLAND,GERA ESTATE TI-TREE CK WETLANDS,0619,0600,,21.02,CONST,353723.582,5785053.247,0619,2015/04/02 00:00:00+00,Y,,,2014/01/31 00:00:00+00,MW,0619/51,0619/51/001,DIGITAL DATA,AS CONSTRUCTED,2014/09/24 00:00:00+00,2021/05/24 09:40:17+00,IN,,,
1118918,211141,10307103,DWL600C,WETLND,WETLAND,GERA ESTATE TI-TREE CK WETLANDS,0619,0600,,20.54,CONST,353610.496,5785098.853,0619,2015/04/02 00:00:00+00,Y,,,2014/01/31 00:00:00+00,MW,0619/51,0619/51/001,DIGITAL DATA,AS CONSTRUCTED,2014/09/24 00:00:00+00,2021/05/24 09:40:19+00,IN,,,
1118919,208649,10307437,DUL603,POND,WATERWAY POND,ARBOURLEA WEST WETLAND POND,0619,0600,,25.8,CONST,353141.998,5783450.589,0619,2017/03/29 00:00:00+00,,,,2014/06/27 00:00:00+00,MW,0619/78,0619/78/001,DIGITAL DATA,AS CONSTRUCTED,2014/10/06 00:00:00+00,2021/05/24 09:40:24+00,IN,,,
1118920,211149,10166752,DWL486B,WETLND,WETLAND,RIVERGUM CREEK WETLANDS,0622,0600,,23.12,CONST,349287.180,5788539.970,0605,,,,,2010/01/01 00:00:00+00,MW,0622/06,0622/06/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/27 00:00:00+00,2021/05/24 09:40:35+00,IN,,,
1118921,211150,10166753,DWL486C,WETLND,WETLAND,RIVERGUM CREEK WETLANDS,0622,0600,,23.21,CONST,349330.050,5788489.040,0605,,,,,2010/01/01 00:00:00+00,MW,0622/06,0622/06/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/27 00:00:00+00,2021/05/24 09:40:37+00,IN,,,
1118922,211153,10166756,DWL486F,WETLND,WETLAND,RIVERGUM CREEK WETLANDS,0622,0600,,23.50,CONST,349450.730,5788413.080,0605,,,,,2010/01/01 00:00:00+00,MW,0622/06,0622/06/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/27 00:00:00+00,2021/05/24 09:40:40+00,IN,,,
1118923,211161,10166764,DWL486N,WETLND,WETLAND,RIVERGUM CREEK WETLANDS,0622,0600,,26.50,CONST,349986.720,5787479.000,0605,,,,,2010/01/01 00:00:00+00,MW,0622/06,0622/06/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/27 00:00:00+00,2021/05/24 09:40:42+00,IN,,,
1118924,211160,10166763,DWL486M,WETLND,WETLAND,RIVERGUM CREEK WETLANDS,0622,0600,,26.30,CONST,349858.950,5787493.650,0605,,,,,2010/01/01 00:00:00+00,MW,0622/06,0622/06/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/27 00:00:00+00,2021/05/24 09:40:43+00,IN,,,
1118925,211162,10166765,DWL486O,WETLND,WETLAND,RIVERGUM CREEK WETLANDS,0622,0600,,26.90,CONST,350051.810,5787338.200,0605,,,,,2010/01/01 00:00:00+00,MW,0622/06,0622/06/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/27 00:00:00+00,2021/05/24 09:40:45+00,IN,,,
1118926,211163,10166766,DWL486P,WETLND,WETLAND,RIVERGUM CREEK WETLANDS,0622,0600,,27.30,CONST,350184.250,5787240.280,0605,,,,,2010/01/01 00:00:00+00,MW,0622/06,0622/06/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/27 00:00:00+00,2021/05/24 09:40:47+00,IN,,,
1118927,211164,10166767,DWL486Q,WETLND,WETLAND,REDGUM CREEK WETLANDS,0622,0600,,27.80,CONST,350293.34,5787152.93,0605,,,,,2010/01/01 00:00:00+00,MW,0622/06,0622/06/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/27 00:00:00+00,2021/05/24 09:40:49+00,IN,,,
1118928,210923,10055972,DWL118,WETLND,WETLAND,LINCOLN HEATH ESTATE WETLAND,4047,4070,,,CONST,302420.181,5802823.501,4047,,Y,,,2004/03/01 00:00:00+00,MW,4047/17,4047/17/001,ORTHOPHOTOS,GRAPHICS,2007/12/11 00:00:00+00,2019/01/10 10:55:01+00,IN,,,
1118929,211065,10139732,DWL385B,WETLND,WETLAND,GREENS LANE WETLAND,0510,0500,,6.30,CONST,343129.915,5788644.554,0503,,,,,2009/12/01 00:00:00+00,MW,0510/11,0510/11/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/21 00:00:00+00,2021/05/24 09:41:00+00,IN,,,
1118930,211124,10157555,DWL465B,WETLND,WETLAND,LYNDHURST WETLANDS,0711,0700,,18.00,CONST,346604.36,5784438.15,0711,,Y,,,2009/12/14 00:00:00+00,MW,0711/11,0711/11/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/17 00:00:00+00,2021/05/24 09:41:02+00,IN,,,
1118931,211123,10157551,DWL465A,WETLND,WETLAND,LYNDHURST WETLANDS,0711,0700,,17.51,CONST,346226.51,5784657.47,0711,,Y,,,2009/12/14 00:00:00+00,MW,0711/11,0711/11/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/17 00:00:00+00,2021/05/24 09:41:04+00,IN,,,
1118932,209241,10286149,DST592B,SEDTRP,SEDIMENT TRAP,MARRIOTT WATERS WETLAND,0711,0700,,18,CONST,346714.775,5784271.275,0711,2015/10/21 00:00:00+00,,,,2014/05/29 00:00:00+00,MW,0711/14,0711/14/001,DIGITAL DATA,AS CONSTRUCTED,2014/07/15 00:00:00+00,2021/05/24 09:41:05+00,IN,,,
1118933,211007,10286148,DWL592A,WETLND,WETLAND,MARRIOTT WATERS WETLAND,0711,0700,,18.52,CONST,346680.816,5784218.036,0711,2015/10/21 00:00:00+00,,,,2014/05/29 00:00:00+00,MW,0711/14,0711/14/001,DIGITAL DATA,AS CONSTRUCTED,2014/07/15 00:00:00+00,2021/05/24 09:41:07+00,IN,,,
1118934,211006,10286150,DWL592B,WETLND,WETLAND,MARRIOTT WATERS WETLAND,0711,0700,,19.01,CONST,346676.542,5784070.478,0711,2015/10/21 00:00:00+00,,,,2014/05/29 00:00:00+00,MW,0711/14,0711/14/001,DIGITAL DATA,AS CONSTRUCTED,2014/07/15 00:00:00+00,2021/05/24 09:41:09+00,IN,,,
1118935,211229,10285835,DWL588C,WETLND,WETLAND,EMU WAY LINEAR WETLANDS,0619,0600,,,CONST,353260.692,5784766.011,0619,2017/11/25 00:00:00+00,,,,2014/05/19 00:00:00+00,MW,0619/80,0619/80/001,DIGITAL DATA,AS CONSTRUCTED,2014/06/25 00:00:00+00,2021/05/24 09:41:11+00,IN,,,
