OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITTYPE,UNITTYPE_DESC,ASSET_NAME,ASSET_ID,SUBAREA,MATERIAL,NAT_TOP_WATER_LEVEL,WATERBODY_TYPE,EASTING,NORTHING,SUB_CATCHMENT_NBR,DATE_OF_HANDOVER,MANAGEMENT_AGREEMENT,RAMSAR_CLASS,CONSERVATION_STATUS,DATE_OF_CONSTRUCTION,ASSET_OWNER,EPMS_SEC_NO,ASCONST_PLAN_NO,METHOD_OF_CAPTURE,SOURCE,DATE_CAPTURED,DATE_LAST_UPDATED,SERVICE_STATUS,SERVICE_STATUS_CHG_DATE,SERVICE_STATUS_PLAN_NO,COMMENTS
1119328,209428,10054549,DST038B,SEDTRP,SEDIMENT TRAP,MILL PARK LAKES SEDIMENT POND,4552,4510,EARTH,136.45,CONST,330218,5832357,4552,,Y,,,1999/03/07 00:00:00+00,MW,4532/05,4532/05/001,DIGITAL,AS CONSTRUCTED,2004/02/23 00:00:00+00,2021/05/24 14:35:11+00,IN,,,
1119329,209399,10054576,DST061,SEDTRP,SEDIMENT TRAP,KINTERBURY DRIVE SEDIMENT POND,4138,4110,EARTH,64.69,CONST,302827.466,5820992.022,4138,,,,,1995/01/01 00:00:00+00,MW,4138/17,SES 0571/014,SURVEY,AS CONSTRUCTED,2004/03/30 00:00:00+00,2021/05/24 14:35:20+00,IN,,,
1119330,209464,10055953,DST122,SEDTRP,SEDIMENT TRAP,BLACKBURN LAKE RB SEDIMENT POND,4891,4820,EARTH,,CONST,338475.589,5812022.759,4891,,,,,2003/05/07 00:00:00+00,MW,4891/10,4891/10/001,DIGITAL,AS CONSTRUCTED,2004/03/10 00:00:00+00,2021/05/24 14:35:22+00,IN,,,
1119331,209085,10163375,DST472,SEDTRP,SEDIMENT TRAP,EUCALYPTUS DR SEDIMENT POND,4245,4220,,,CONST,312588.922,5816717.266,4246,,,,,2012/09/01 00:00:00+00,MW,4245/07,4245/07/001,DIGITAL DATA,AS CONSTRUCTED,2010/07/26 00:00:00+00,2021/05/24 14:35:36+00,IN,,,
1119332,293460,0,DWL649,WETLND,WETLAND,UPPER POINT COOK RB WETLAND,8075,8000,,9.09,CONST,299162,5803375,8075,2019/09/26 00:00:00+00,,,,2017/06/01 00:00:00+00,MW,8075/19,8075/19/002,DIGITAL DATA,AS CONSTRUCTED,2017/06/29 09:33:03+00,2021/05/24 13:03:04+00,IN,2019/10/01 00:00:00+00,,
1119333,211098,10257756,DWL549,WETLND,WETLAND,WATERFORD WETLAND,8201,8200,,101.64,CONST,286289.14,5821323.42,8201,,Y,,,2012/11/01 00:00:00+00,MW,8201/02,8201/02/001,DIGITAL DATA,AS CONSTRUCTED,2013/02/11 00:00:00+00,2021/05/24 13:03:09+00,IN,2020/03/12 00:00:00+00,,SEE 8201/22 FOR UPGRADES
1119334,206794,10157777,DUL476A,LAKE,LAKE,EYNESBURY GOLF COURSE LAKE,8037,8000,,82.320,CONST,285522.249,5814750.681,8037,,Y,,,2007/01/01 00:00:00+00,MW,8037/04,8037/04/001,DIGITAL DATA,AS CONSTRUCTED,2010/08/17 00:00:00+00,2021/05/24 13:03:11+00,IN,,,
1119335,206808,10164217,DUL476E,LAKE,LAKE,EYNESBURY GOLF COURSE LAKE,8037,8000,,85.310,CONST,284555.673,5814728.550,8037,,Y,,,2007/01/01 00:00:00+00,MW,8037/04,8037/04/001,DIGITAL DATA,AS CONSTRUCTED,2010/08/17 00:00:00+00,2021/05/24 13:03:13+00,IN,,,
1119336,206806,10164215,DUL476C,LAKE,LAKE,EYNESBURY GOLF COURSE LAKE,8037,8000,,83.200,CONST,284834.448,5814644.557,8028,,Y,,,2007/01/01 00:00:00+00,MW,8037/04,8037/04/001,DIGITAL DATA,AS CONSTRUCTED,2010/08/17 00:00:00+00,2021/05/24 13:03:15+00,IN,,,
1119337,206807,10164216,DUL476D,LAKE,LAKE,EYNESBURY GOLF COURSE LAKE,8037,8000,,,CONST,284740.297,5814586.679,8028,,Y,,,2007/01/01 00:00:00+00,MW,8037/04,8037/04/001,DIGITAL DATA,AS CONSTRUCTED,2010/08/17 00:00:00+00,2021/05/24 13:03:18+00,IN,,,
1119338,206805,10164214,DUL476B,LAKE,LAKE,EYNESBURY GOLF COURSE LAKE,8037,8000,,,CONST,285354.868,5814724.711,8037,,Y,,,2007/01/01 00:00:00+00,MW,8037/04,8037/04/001,DIGITAL DATA,AS CONSTRUCTED,2010/08/17 00:00:00+00,2021/05/24 13:03:20+00,IN,,,
1119339,206810,10164236,DUL478A,LAKE,LAKE,MALLEE CREEK POND,8028,8000,,,CONST,284733.857,5814418.263,8028,,Y,,,2010/01/01 00:00:00+00,MW,8028/01,8028/01/001,DIGITAL DATA,AS CONSTRUCTED,2010/08/18 00:00:00+00,2021/05/24 13:03:22+00,IN,,,
1119340,206811,10164237,DUL478B,LAKE,LAKE,MALLEE CREEK POND,8028,8000,,,CONST,284721.868,5814319.373,8028,,Y,,,2010/01/01 00:00:00+00,MW,8028/01,8028/01/001,DIGITAL DATA,AS CONSTRUCTED,2010/08/18 00:00:00+00,2021/05/24 13:03:24+00,IN,,,
1119341,206812,10164238,DUL478C,LAKE,LAKE,MALLEE CREEK POND,8028,8000,,,CONST,284651.951,5814309.575,8028,,Y,,,2010/01/01 00:00:00+00,MW,8028/01,8028/01/001,DIGITAL DATA,AS CONSTRUCTED,2010/08/18 00:00:00+00,2021/05/24 13:03:27+00,IN,,,
1119342,206736,10165221,DUL482C,LAKE,LAKE,IRONBARK CREEK POND,8027,8000,,85.40,CONST,284873.14,5814152.85,8027,,Y,,,2010/01/01 00:00:00+00,MW,8027/01,8027/01/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/08 00:00:00+00,2021/05/24 13:03:29+00,IN,,,
1119343,206735,10165220,DUL482B,LAKE,LAKE,IRONBARK CREEK POND,8027,8000,,,CONST,285217.20,5814161.07,8027,,Y,,,2010/01/01 00:00:00+00,MW,8027/01,8027/01/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/08 00:00:00+00,2021/05/24 13:03:31+00,IN,,,
1119344,316601,0,DST757,SEDTRP,SEDIMENT TRAP,RIVERDALE WETLAND SEDIMENT POND,8010,8000,,40.93,CONST,292888,5809810,8010,,,,,2020/11/01 00:00:00+00,PVT,8010/23,8010/23/003,DIGITAL DATA,AS CONSTRUCTED,2021/04/15 13:49:11+00,2021/05/24 13:02:59+00,WIP,,,
1119345,316600,0,DWL757,WETLND,WETLAND,RIVERDALE WETLAND,8010,8000,,40.80,CONST,292934,5809786,8010,,,,,2020/11/01 00:00:00+00,PVT,8010/23,8010/23/003,DIGITAL DATA,AS CONSTRUCTED,2021/04/15 13:49:06+00,2021/05/24 13:03:02+00,WIP,,,
1119346,1012082,0,DWL703,WETLND,WETLAND,AINTREE WETLAND,4140,4110,,90.38,CONST,295572,5822769,4140,,,,,2019/07/01 00:00:00+00,PVT,4140/10,4140/10/019,DIGITAL DATA,AS CONSTRUCTED,2019/10/09 15:33:27+00,2021/05/24 14:14:38+00,WIP,,,
1119347,210943,10264714,DWL566,WETLND,WETLAND,CENTRAL CREEK WETLAND,4472,4420,,129.791,CONST,321869.78,5830440.92,4472,,,,,2012/11/01 00:00:00+00,MW,4472/11,4472/11/001,DIGITAL DATA,AS CONSTRUCTED,2013/08/12 14:28:30+00,2021/05/24 14:14:39+00,IN,,,
1119348,211102,10258457,DWL550A,WETLND,WETLAND,MERNDA SOUTHERN WETLAND,4636,4600,,164.17,CONST,330750.34,5836981.40,4636,,,,,2013/01/01 00:00:00+00,MW,4636/03,4636/03/001,DIGITAL DATA,AS CONSTRUCTED,2013/02/21 15:41:33+00,2021/05/24 14:14:41+00,IN,,,
1119349,211103,10258458,DWL550B,WETLND,WETLAND,MERNDA SOUTHERN WETLAND,4636,4600,,164.17,CONST,330619.67,5836996.69,4636,,,,,2013/01/01 00:00:00+00,MW,4636/03,4636/03/001,DIGITAL DATA,AS CONSTRUCTED,2013/02/21 15:41:31+00,2021/05/24 14:14:43+00,IN,,,
1119350,211315,10129993,DWL339D,WETLND,WETLAND,HIGHLANDS LAKE WETLAND,4480,4420,,214.80,CONST,315056.222,5837679.152,4480,,,,,2005/12/01 00:00:00+00,MW,4480/03,4480/03/001,DIGITAL DATA,AS CONSTRUCTED,2007/06/22 00:00:00+00,2021/05/24 14:14:45+00,IN,,,
1119351,211311,10129992,DWL339C,WETLND,WETLAND,HIGHLANDS LAKE WETLAND,4480,4420,,214.05,CONST,315039.207,5837656.37,4480,,,,,2005/12/01 00:00:00+00,MW,4480/03,4480/03/001,DIGITAL DATA,AS CONSTRUCTED,2007/06/22 00:00:00+00,2021/05/24 14:14:47+00,IN,,,
1119352,211310,10129991,DWL339B,WETLND,WETLAND,HIGHLANDS LAKE WETLAND,4480,4420,,214.05,CONST,315029.223,5837638.951,4480,,,,,2005/12/01 00:00:00+00,MW,4480/03,4480/03/001,DIGITAL DATA,AS CONSTRUCTED,2007/06/22 00:00:00+00,2021/05/24 14:14:49+00,IN,,,
1119353,211258,10136887,DWL271F,WETLND,WETLAND,WAVERLEY ROAD RB WETLAND,4860,4820,,82.450,CONST,336620.898,5805440.001,4860,,,,,2006/06/01 00:00:00+00,MW,4860/38,4860/38/001,DIGITAL DATA,AS CONSTRUCTED,2008/08/15 00:00:00+00,2021/05/24 14:14:51+00,IN,,,
1119354,211259,10136888,DWL271G,WETLND,WETLAND,WAVERLEY ROAD RB WETLAND,4860,4820,,82.450,CONST,336631.428,5805404.018,4860,,,,,2006/06/01 00:00:00+00,MW,4860/38,4860/38/001,DIGITAL DATA,AS CONSTRUCTED,2008/08/15 00:00:00+00,2021/05/24 14:14:52+00,IN,,,
1119355,211257,10136886,DWL271E,WETLND,WETLAND,WAVERLEY ROAD RB WETLAND,4860,4820,,82.150,CONST,336582.423,5805433.262,4860,,,,,2006/06/01 00:00:00+00,MW,4860/38,4860/38/001,DIGITAL DATA,AS CONSTRUCTED,2008/08/15 00:00:00+00,2021/05/24 14:14:54+00,IN,,,
1119356,211256,10136885,DWL271D,WETLND,WETLAND,WAVERLEY ROAD RB WETLAND,4860,4820,,82.150,CONST,336582.126,5805401.099,4860,,,,,2006/06/01 00:00:00+00,MW,4860/38,4860/38/001,DIGITAL DATA,AS CONSTRUCTED,2008/08/15 00:00:00+00,2021/05/24 14:14:56+00,IN,,,
1119357,211255,10136884,DWL271C,WETLND,WETLAND,WAVERLEY ROAD RB WETLAND,4860,4820,,81.750,CONST,336520.827,5805431.383,4860,,,,,2006/06/01 00:00:00+00,MW,4860/38,4860/38/001,DIGITAL DATA,AS CONSTRUCTED,2008/08/15 00:00:00+00,2021/05/24 14:14:58+00,IN,,,
1119358,211050,10143230,DWL113J,WETLND,WETLAND,THE BOARDWALK WETLAND,4047,4070,,6.800,CONST,301015.523,5804898.409,4047,,Y,,,2003/01/01 00:00:00+00,MW,4047/12,4047/12/001,DIGITAL DATA,AS CONSTRUCTED,2009/05/12 00:00:00+00,2021/05/24 14:15:00+00,IN,,,
1119359,211366,10143233,DWL113M,WETLND,WETLAND,THE BOARDWALK WETLAND,4047,4070,,6.800,CONST,300930.911,5804975.018,4047,,Y,,,2003/01/01 00:00:00+00,MW,4047/12,4047/12/001,DIGITAL DATA,AS CONSTRUCTED,2009/05/12 00:00:00+00,2021/05/24 14:15:02+00,IN,,,
1119360,210959,10143232,DWL113L,WETLND,WETLAND,THE BOARDWALK WETLAND,4047,4070,,7.000,CONST,300942.634,5804914.455,4047,,Y,,,2003/01/01 00:00:00+00,MW,4047/12,4047/12/001,DIGITAL DATA,AS CONSTRUCTED,2009/05/12 00:00:00+00,2021/05/24 14:15:04+00,IN,,,
1119361,211067,10143228,DWL113H,WETLND,WETLAND,THE BOARDWALK WETLAND,4047,4070,,6.800,CONST,301068.330,5804860.393,4047,,Y,,,2003/01/01 00:00:00+00,MW,4047/12,4047/12/001,DIGITAL DATA,AS CONSTRUCTED,2009/05/12 00:00:00+00,2021/05/24 14:15:06+00,IN,,,
1119362,211051,10143227,DWL113G,WETLND,WETLAND,THE BOARDWALK WETLAND,4047,4070,,6.800,CONST,301100.459,5804877.932,4047,,Y,,,2003/01/01 00:00:00+00,MW,4047/12,4047/12/001,DIGITAL DATA,AS CONSTRUCTED,2009/05/12 00:00:00+00,2021/05/24 14:15:07+00,IN,,,
1119363,211275,10133127,DWL113C,WETLND,WETLAND,THE BOARDWALK WETLAND,4047,4070,,6.800,CONST,301267.504,5804741.735,4047,,Y,,,2003/01/01 00:00:00+00,MW,4047/12,4047/12/001,DIGITAL DATA,AS CONSTRUCTED,2009/05/12 00:00:00+00,2021/05/24 14:15:09+00,IN,,,
1119364,1024221,0,DST722,SEDTRP,SEDIMENT TRAP,HILLGROVE ESTATE (GREENPOINT DR) SEDIMENT POND,4168,4110,,95.37,CONST,294600,5820522,4168,,,,,2019/11/01 00:00:00+00,PVT,4168/02,4168/02/004,DIGITAL DATA,AS CONSTRUCTED,2020/04/30 11:00:42+00,2021/05/24 14:35:38+00,WIP,,,
1119365,1017592,0,DST485A,SEDTRP,SEDIMENT TRAP,GREAT BROME AVE WETLAND SEDIMENT POND,4444,4420,,145.50,CONST,325363,5833088,4444,,Y,,,2009/06/01 00:00:00+00,MW,4444/10,4444/10/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/24 00:00:00+00,2021/05/24 14:35:43+00,IN,,,NTWL IS DESIGN. SITE-DRB227-10251256
1119366,1017593,0,DST485B,SEDTRP,SEDIMENT TRAP,GREAT BROME AVE WETLAND SEDIMENT POND,4444,4420,,145.80,CONST,325271,5833103,4444,,Y,,,2009/06/01 00:00:00+00,MW,4444/10,4444/10/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/24 00:00:00+00,2021/05/24 14:35:45+00,IN,,,NTWL IS DESIGN
1119367,209154,10285232,DST583E,SEDTRP,SEDIMENT TRAP,ALLURA ESTATE SEDIMENT POND,4089,4080,EARTH,,CONST,301070.63,5809422.132,4089,2016/09/23 00:00:00+00,,,,2013/12/11 00:00:00+00,MW,4089/01,4089/01/001,DIGITAL DATA,AS CONSTRUCTED,2014/05/23 00:00:00+00,2021/05/24 14:36:03+00,IN,,,
1119368,209230,10285230,DST583C,SEDTRP,SEDIMENT TRAP,ALLURA ESTATE SEDIMENT POND,4089,4080,EARTH,,CONST,301144.122,5809134.675,4089,2016/09/23 00:00:00+00,,,,2013/12/11 00:00:00+00,MW,4089/01,4089/01/001,DIGITAL DATA,AS CONSTRUCTED,2014/05/23 00:00:00+00,2021/05/24 14:36:05+00,IN,,,
1119369,209231,10285231,DST583D,SEDTRP,SEDIMENT TRAP,ALLURA ESTATE SEDIMENT POND,4089,4080,EARTH,,CONST,301084.166,5809359.241,4089,2016/09/23 00:00:00+00,,,,2013/12/11 00:00:00+00,MW,4089/01,4089/01/001,DIGITAL DATA,AS CONSTRUCTED,2014/05/23 00:00:00+00,2021/05/24 14:36:08+00,IN,,,
1119370,209229,10285229,DST583B,SEDTRP,SEDIMENT TRAP,ALLURA ESTATE SEDIMENT POND,4089,4080,EARTH,,CONST,301140.88,5809046.87,4089,2016/09/23 00:00:00+00,,,,2013/12/11 00:00:00+00,MW,4089/01,4089/01/001,DIGITAL DATA,AS CONSTRUCTED,2014/05/23 00:00:00+00,2021/05/24 14:36:10+00,IN,,,
1119371,313404,0,DST749B,SEDTRP,SEDIMENT TRAP,THORNHILL PARK WETLAND SEDIMENT POND,4140,4120,,103.83,CONST,291315,5823488,4140,,,,,2020/10/01 00:00:00+00,PVT,4140/14,4140/14/051,DIGITAL DATA,AS CONSTRUCTED,2020/12/14 11:44:24+00,2021/05/24 14:36:12+00,WIP,,,
1119372,313402,0,DST749A,SEDTRP,SEDIMENT TRAP,THORNHILL PARK WETLAND SEDIMENT POND,4140,4120,,103.75,CONST,291676,5823144,4140,,,,,2020/10/01 00:00:00+00,PVT,4140/14,4140/14/051,DIGITAL DATA,AS CONSTRUCTED,2020/12/14 11:44:17+00,2021/05/24 14:36:15+00,WIP,,,
1119373,313403,0,DST749C,SEDTRP,SEDIMENT TRAP,THORNHILL PARK WETLAND SEDIMENT POND,4140,4120,,106.03,CONST,291265,5823430,4140,,,,,2020/10/01 00:00:00+00,PVT,4140/14,4140/14/051,DIGITAL DATA,AS CONSTRUCTED,2020/12/14 11:44:20+00,2021/05/24 14:36:17+00,WIP,,,
1119374,206734,10165219,DUL482A,LAKE,LAKE,IRONBARK CREEK POND,8027,8000,,,CONST,286111.51,5814223.28,8027,,Y,,,2010/01/01 00:00:00+00,MW,8027/01,8027/01/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/08 00:00:00+00,2021/05/24 13:03:34+00,IN,,,
1119375,206733,10141946,DUL390F,LAKE,LAKE,EYNESBURY HOMESTEAD LAKE,8037,8000,,82.400,CONST,285672.37,5814775.021,8037,,Y,,,2007/01/01 00:00:00+00,MW,8037/03,8037/03/001,DIGITAL DATA,AS CONSTRUCTED,2009/02/20 00:00:00+00,2021/05/24 13:03:36+00,IN,,,
1119376,206854,10141953,DUL390E,LAKE,LAKE,EYNESBURY HOMESTEAD POND,8037,8000,,82.400,CONST,285807.738,5814792.797,8037,,Y,,,2007/01/01 00:00:00+00,MW,8037/02,8037/02/001,DIGITAL DATA,AS CONSTRUCTED,2009/02/20 00:00:00+00,2021/05/24 13:03:38+00,IN,,,
1119377,206853,10142073,DUL390D,LAKE,LAKE,EYNESBURY CREEK POND,8037,8000,,79.700,CONST,285895.209,5814691.713,8037,,Y,,,2007/01/01 00:00:00+00,MW,8037/01,8037/01/001,DIGITAL DATA,AS CONSTRUCTED,2009/02/23 00:00:00+00,2021/05/24 13:03:40+00,IN,,,
1119378,206852,10142071,DUL390C,LAKE,LAKE,EYNESBURY CREEK POND,8037,8000,,79.700,CONST,285909.14,5814655.148,8037,,Y,,,2007/01/01 00:00:00+00,MW,8037/01,8037/01/001,DIGITAL DATA,AS CONSTRUCTED,2009/02/23 00:00:00+00,2021/05/24 13:03:43+00,IN,,,
1119379,206851,10142070,DUL390B,LAKE,LAKE,EYNESBURY CREEK POND,8037,8000,,77.100,CONST,286189.628,5814525.451,8037,,Y,,,2007/01/01 00:00:00+00,MW,8037/01,8037/01/001,DIGITAL DATA,AS CONSTRUCTED,2009/02/23 00:00:00+00,2021/05/24 13:03:45+00,IN,,,
1119380,206850,10142069,DUL390A,LAKE,LAKE,EYNESBURY CREEK POND,8037,8000,,77.100,CONST,286247.275,5814521.442,8037,,Y,,,2007/01/01 00:00:00+00,MW,8037/01,8037/01/001,DIGITAL DATA,AS CONSTRUCTED,2009/02/23 00:00:00+00,2021/05/24 13:03:47+00,IN,,,
1119381,1000253,0,DWL607E,WETLND,WETLAND,STONEHILL WETLANDS 1A,8106,8100,,143.20,CONST,272323.89,5825751.49,8106,,,,,2013/02/01 00:00:00+00,MW,8106/01,8106/01/000,DIGITAL DATA,AS CONSTRUCTED,2015/01/14 14:27:28+00,2021/05/24 13:03:49+00,WIP,,,
1119382,1000252,0,DWL607D,WETLND,WETLAND,STONEHILL WETLANDS 1B,8106,8100,,141.90,CONST,272323.71,5825820.65,8106,,,,,2013/02/01 00:00:00+00,MW,8106/01,8106/01/000,DIGITAL DATA,AS CONSTRUCTED,2015/01/14 14:27:34+00,2021/05/24 13:03:52+00,WIP,,,
1119383,1000251,0,DWL607C,WETLND,WETLAND,STONEHILL WETLANDS 2,8106,8100,,139.90,CONST,272351.64,5825898.96,8106,,,,,2013/02/01 00:00:00+00,MW,8106/01,8106/01/000,DIGITAL DATA,AS CONSTRUCTED,2015/01/14 14:27:32+00,2021/05/24 13:03:54+00,WIP,,,
1119384,206835,10245798,DUL527D,LAKE,LAKE,PETHYBRIDGE PONDS,8075,8000,,8.30,CONST,299294.31,5803084.05,8075,,Y,,,2011/12/01 00:00:00+00,MW,8075/12,8075/12/001,DIGITAL DATA,AS CONSTRUCTED,2012/03/15 15:15:35+00,2021/05/24 13:03:56+00,IN,,,
1119385,206832,10245795,DUL527A,LAKE,LAKE,PETHYBRIDGE PONDS,8075,8000,,8.00,CONST,299681.70,5802980.80,8075,,Y,,,2011/12/01 00:00:00+00,MW,8075/12,8075/12/001,DIGITAL DATA,AS CONSTRUCTED,2012/03/15 15:15:37+00,2021/05/24 13:03:58+00,IN,,,
1119386,206833,10245796,DUL527B,LAKE,LAKE,PETHYBRIDGE PONDS,8075,8000,,8.30,CONST,299532.58,5803034.27,8075,,Y,,,2011/12/01 00:00:00+00,MW,8075/12,8075/12/001,DIGITAL DATA,AS CONSTRUCTED,2012/03/15 15:15:38+00,2021/05/24 13:04:01+00,IN,,,
1119387,206834,10245797,DUL527C,LAKE,LAKE,PETHYBRIDGE PONDS,8075,8000,,8.30,CONST,299432.22,5803049.04,8075,,Y,,,2011/12/01 00:00:00+00,MW,8075/12,8075/12/001,DIGITAL DATA,AS CONSTRUCTED,2012/03/15 15:15:39+00,2021/05/24 13:04:03+00,IN,,,
1119388,206828,10257575,DUL548D,LAKE,LAKE,PARKBROOK PONDS,8075,8000,,8.205,CONST,299791.98,5802929.36,8075,2015/10/20 00:00:00+00,Y,,,2012/12/01 00:00:00+00,MW,8075/16,8075/16/001,DIGITAL DATA,AS CONSTRUCTED,2013/01/24 11:25:58+00,2021/05/24 13:04:05+00,IN,,,
1119389,206826,10257573,DUL548B,LAKE,LAKE,PARKBROOK PONDS,8075,8000,,8.00,CONST,299909.89,5802753.54,8075,2015/10/20 00:00:00+00,Y,,,2012/12/01 00:00:00+00,MW,8075/16,8075/16/001,DIGITAL DATA,AS CONSTRUCTED,2013/01/24 11:26:00+00,2021/05/24 13:04:08+00,IN,,,
1119390,206825,10257572,DUL548A,LAKE,LAKE,PARKBROOK PONDS,8075,8000,,8.00,CONST,299949.93,5802747.10,8075,2015/10/20 00:00:00+00,Y,,,2012/12/01 00:00:00+00,MW,8075/16,8075/16/001,DIGITAL DATA,AS CONSTRUCTED,2013/01/24 11:26:02+00,2021/05/24 13:04:10+00,IN,,,
1119391,206827,10257574,DUL548C,LAKE,LAKE,PARKBROOK PONDS,8075,8000,,8.10,CONST,299869.91,5802837.70,8075,2015/10/20 00:00:00+00,Y,,,2012/12/01 00:00:00+00,MW,8075/16,8075/16/001,DIGITAL DATA,AS CONSTRUCTED,2013/01/24 11:26:03+00,2021/05/24 13:04:12+00,IN,,,
1119392,211384,10088745,DWL312,WETLND,WETLAND,FAIRFIELD GLADE WETLAND,4490,4420,,202.000,CONST,317316.415,5838098.713,4490,,,,,2005/06/01 00:00:00+00,MW,4490/01,4490/01/001,GRAPHICS,AS CONSTRUCTED,2006/07/17 00:00:00+00,2021/05/24 14:15:11+00,IN,,,
1119393,211383,10088691,DWL302F,WETLND,WETLAND,WYNDHAM WATERS WETLANDS,4077,4070,,16.40,CONST,301192.035,5807613.544,4077,,Y,,,2006/02/01 00:00:00+00,MW,4077/08,4077/08/001,DIGITAL DATA,AS CONSTRUCTED,2006/06/09 00:00:00+00,2021/05/24 14:15:13+00,IN,,,
1119394,211382,10088690,DWL302E,WETLND,WETLAND,WYNDHAM WATERS WETLANDS,4077,4070,,16.45,CONST,301080.484,5807616.483,4077,,Y,,,2006/02/01 00:00:00+00,MW,4077/08,4077/08/001,DIGITAL DATA,AS CONSTRUCTED,2006/06/09 00:00:00+00,2021/05/24 14:15:15+00,IN,,,
1119395,211368,10143235,DWL113O,WETLND,WETLAND,THE BOARDWALK WETLAND,4047,4070,,6.800,CONST,300810.899,5804975.845,4047,,Y,,,2003/01/01 00:00:00+00,MW,4047/12,4047/12/001,DIGITAL DATA,AS CONSTRUCTED,2009/05/12 00:00:00+00,2021/05/24 14:15:17+00,IN,,,
1119396,211367,10143234,DWL113N,WETLND,WETLAND,THE BOARDWALK WETLAND,4047,4070,,7.000,CONST,300854.135,5804947.219,4047,,Y,,,2003/01/01 00:00:00+00,MW,4047/12,4047/12/001,DIGITAL DATA,AS CONSTRUCTED,2009/05/12 00:00:00+00,2021/05/24 14:15:19+00,IN,,,
1119397,211254,10136883,DWL271B,WETLND,WETLAND,WAVERLEY ROAD RB WETLAND,4860,4820,,81.150,CONST,336422.025,5805424.484,4860,,,,,2006/06/01 00:00:00+00,MW,4860/38,4860/38/001,DIGITAL DATA,AS CONSTRUCTED,2008/08/15 00:00:00+00,2021/05/24 14:15:22+00,IN,,,
1119398,211266,10136880,DWL271A,WETLND,WETLAND,WAVERLEY ROAD RB WETLAND,4860,4820,,81.150,CONST,336414.777,5805385.962,4860,,,,,2006/06/01 00:00:00+00,MW,4860/38,4860/38/001,DIGITAL DATA,AS CONSTRUCTED,2008/08/15 00:00:00+00,2021/05/24 14:15:24+00,IN,,,
1119399,210922,10055971,DWL117,WETLND,WETLAND,NATIONAL BUSINESS PARK WETLAND,4460,4420,EARTH,141.300,CONST,318889.023,5831062.657,4460,,,,,2003/01/28 00:00:00+00,MW,4460/18,4460/18/001,DIGITAL DATA,AS CONSTRUCTED,2006/04/27 00:00:00+00,2021/05/24 14:15:26+00,IN,,,
1119400,211381,10088689,DWL302D,WETLND,WETLAND,WYNDHAM WATERS WETLANDS,4077,4070,,16.65,CONST,300998.974,5807616.683,4077,,Y,,,2006/02/01 00:00:00+00,MW,4077/08,4077/08/001,DIGITAL DATA,AS CONSTRUCTED,2006/06/09 00:00:00+00,2021/05/24 14:15:28+00,IN,,,
1119401,211380,10088688,DWL302C,WETLND,WETLAND,WYNDHAM WATERS WETLANDS,4077,4070,,16.65,CONST,300889.625,5807607.925,4077,,Y,,,2006/02/01 00:00:00+00,MW,4077/08,4077/08/001,DIGITAL DATA,AS CONSTRUCTED,2006/06/09 00:00:00+00,2021/05/24 14:15:30+00,IN,,,
1119402,211392,10088687,DWL302B,WETLND,WETLAND,WYNDHAM WATERS WETLANDS,4077,4070,,17.3,CONST,300693.637,5807604.746,4077,,Y,,,2006/02/01 00:00:00+00,MW,4077/08,4077/08/001,DIGITAL DATA,AS CONSTRUCTED,2006/06/09 00:00:00+00,2021/05/24 14:15:31+00,IN,,,
1119403,298621,0,DWL691,WETLND,WETLAND,ADDISON WETLAND,4070,4070,,8.86,CONST,302487,5806872,4070,,,,,2018/10/01 00:00:00+00,PVT,4070/53,4070/53/002,DIGITAL DATA,AS CONSTRUCTED,2019/06/13 10:58:46+00,2021/05/24 14:15:33+00,WIP,,,
1119404,211253,10135337,DWL367,WETLND,WETLAND,RIVERGUMS R/B WETLAND,4487,4420,,166.600,CONST,318702.666,5834521.450,4487,,,,,2007/12/01 00:00:00+00,MW,4487/03,4487/03/001,DIGITAL DATA,AS CONSTRUCTED,2008/05/30 00:00:00+00,2021/05/24 14:15:35+00,IN,,,
1119405,211206,10166744,DWL485A,WETLND,WETLAND,GREAT BROME AVE WETLAND,4444,4420,,145.50,CONST,325356,5833065,4444,,Y,,,2009/06/01 00:00:00+00,MW,4444/10,4444/10/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/24 00:00:00+00,2021/05/24 14:15:37+00,IN,,,NTWL IS DESIGN. SITE-DRB227-10251256
1119406,211207,10166745,DWL485B,WETLND,WETLAND,GREAT BROME AVE WETLAND,4444,4420,,145.80,CONST,325271,5833086,4444,,Y,,,2009/06/01 00:00:00+00,MW,4444/10,4444/10/001,DIGITAL DATA,AS CONSTRUCTED,2010/09/24 00:00:00+00,2021/05/24 14:15:39+00,IN,,,NTWL IS DESIGN
1119407,319371,0,DST764B,SEDTRP,SEDIMENT TRAP,ELISTON WETLAND SEDIMENT POND,2372,2300,,29.59,CONST,353589,5778436,2372,,,,,2021/05/01 00:00:00+00,PVT,2372/10,2372/10/019,DIGITAL DATA,AS CONSTRUCTED,2021/06/07 09:33:19+00,2021/07/22 10:55:02+00,WIP,,,
